usine,produit,quantité,date,quantité_stock,quantite_expedié
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,248,40
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,239,41
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,27,2022-01-01,233,42
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,52,2022-01-01,242,43
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,28,2022-01-01,226,44
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,11,2022-01-01,205,45
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,54,2022-01-01,234,46
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,31,2022-01-01,218,47
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,63,2022-01-01,233,48
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,63,2022-01-01,219,49
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,65,2022-01-01,234,50
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,65,2022-01-01,248,51
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,61,2022-01-01,242,52
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,63,2022-01-01,252,53
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,74,2022-01-01,268,54
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,76,2022-01-01,272,56
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,233,39
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2022-01-01,148,14
Entonova Kraków Insect Farm,Insectes en vrac,0,2022-01-01,201,16
Entonova Rotterdam Processing Hub,Barres protéinées,53,2022-01-01,157,42
Entonova Rotterdam Processing Hub,Barres protéinées,59,2022-01-01,173,43
Entonova Rotterdam Processing Hub,Barres protéinées,56,2022-01-01,185,44
Entonova Rotterdam Processing Hub,Barres protéinées,58,2022-01-01,198,45
Entonova Rotterdam Processing Hub,Barres protéinées,54,2022-01-01,206,46
Entonova Rotterdam Processing Hub,Barres protéinées,59,2022-01-01,218,47
Entonova Rotterdam Processing Hub,Barres protéinées,63,2022-01-01,233,48
Entonova Rotterdam Processing Hub,Barres protéinées,65,2022-01-01,249,49
Entonova Rotterdam Processing Hub,Barres protéinées,26,2022-01-01,225,50
Entonova Rotterdam Processing Hub,Barres protéinées,59,2022-01-01,233,51
Entonova Rotterdam Processing Hub,Barres protéinées,62,2022-01-01,243,52
Entonova Rotterdam Processing Hub,Barres protéinées,69,2022-01-01,259,53
Entonova Rotterdam Processing Hub,Barres protéinées,72,2022-01-01,277,54
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,78,2022-01-01,185,57
Entonova Rotterdam Processing Hub,Barres protéinées,38,2022-01-01,260,55
Entonova Rotterdam Processing Hub,Barres protéinées,5,2022-01-01,225,40
Entonova Brest Bioproduction Plant,Insectes en vrac,0,2022-01-01,133,15
Entonova Rotterdam Processing Hub,Barres protéinées,0,2022-01-01,186,39
Entonova Rotterdam Processing Hub,Barres protéinées,48,2022-01-01,197,37
Entonova Rotterdam Processing Hub,Barres protéinées,0,2022-01-01,178,19
Entonova Rotterdam Processing Hub,Barres protéinées,0,2022-01-01,158,20
Entonova Rotterdam Processing Hub,Barres protéinées,0,2022-01-01,137,21
Entonova Rotterdam Processing Hub,Barres protéinées,3,2022-01-01,118,22
Entonova Rotterdam Processing Hub,Barres protéinées,31,2022-01-01,126,23
Entonova Rotterdam Processing Hub,Barres protéinées,9,2022-01-01,110,25
Entonova Rotterdam Processing Hub,Barres protéinées,28,2022-01-01,112,26
Entonova Rotterdam Processing Hub,Barres protéinées,33,2022-01-01,118,27
Entonova Rotterdam Processing Hub,Barres protéinées,37,2022-01-01,127,28
Entonova Rotterdam Processing Hub,Barres protéinées,40,2022-01-01,138,29
Entonova Rotterdam Processing Hub,Barres protéinées,40,2022-01-01,148,30
Entonova Rotterdam Processing Hub,Barres protéinées,40,2022-01-01,156,32
Entonova Rotterdam Processing Hub,Barres protéinées,41,2022-01-01,164,33
Entonova Rotterdam Processing Hub,Barres protéinées,26,2022-01-01,156,34
Entonova Rotterdam Processing Hub,Barres protéinées,41,2022-01-01,161,36
Entonova Rotterdam Processing Hub,Barres protéinées,42,2022-01-01,165,38
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,230,38
Entonova Rotterdam Processing Hub,Barres protéinées,0,2022-01-01,141,24
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,198,32
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,79,2022-01-01,220,57
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,71,2022-01-01,232,59
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,70,2022-01-01,242,60
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,68,2022-01-01,239,62
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,81,2022-01-01,256,64
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,90,2022-01-01,267,65
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,92,2022-01-01,281,67
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,80,2022-01-01,289,72
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,84,2022-01-01,278,73
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,93,2022-01-01,306,76
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,102,2022-01-01,329,79
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,101,2022-01-01,298,81
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,104,2022-01-01,319,83
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,102,2022-01-01,337,84
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,114,2022-01-01,357,86
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,33,2022-01-01,334,56
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,101,2022-01-01,348,87
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,283,54
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,299,49
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,72,2022-01-01,184,59
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,75,2022-01-01,199,60
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,247,36
Entonova Barcelona Protein Facility,Protéines d'insectes pour alimentation animale,70,2022-01-01,208,61
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,71,2022-01-01,194,62
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,78,2022-01-01,209,63
Entonova Rotterdam Processing Hub,Protéines d'insectes pour alimentation animale,79,2022-01-01,223,65
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,211,36
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,9,2022-01-01,182,38
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,46,2022-01-01,188,40
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,258,41
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,215,43
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,55,2022-01-01,226,44
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,29,2022-01-01,209,46
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,53,2022-01-01,214,48
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,61,2022-01-01,223,52
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,122,2022-01-01,221,89
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,61,2022-01-01,233,51
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,107,2022-01-01,248,92
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,139,2022-01-01,236,124
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,157,2022-01-01,267,126
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,145,2022-01-01,266,127
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,159,2022-01-01,297,129
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,267,30
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,246,21
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,223,23
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,242,24
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,217,25
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,197,26
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,0,2022-01-01,170,27
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,189,28
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,158,31
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,125,2022-01-01,192,91
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,163,29
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,162,2022-01-01,202,123
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,151,2022-01-01,232,121
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,0,2022-01-01,212,20
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,135,2022-01-01,187,118
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,124,2022-01-01,241,95
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,164,2022-01-01,232,119
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,131,2022-01-01,266,97
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,136,2022-01-01,303,99
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,135,2022-01-01,338,100
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,125,2022-01-01,361,102
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,146,2022-01-01,402,105
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,129,2022-01-01,424,107
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,124,2022-01-01,445,103
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,151,2022-01-01,486,110
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,125,2022-01-01,255,111
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,136,2022-01-01,509,113
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,142,2022-01-01,536,115
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,134,2022-01-01,273,116
Entonova Barcelona Protein Facility,Farine protéique pour alimentation humaine,69,2022-01-01,497,108
Entonova Rotterdam Processing Hub,Farine protéique pour alimentation humaine,124,2022-01-01,303,94
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,71,2023-01-01,94,51
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,70,2023-01-01,104,60
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,58,2023-01-01,109,53
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,63,2023-01-01,122,50
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,69,2023-01-01,137,54
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,74,2023-01-01,155,56
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,63,2023-01-01,169,49
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,79,2023-01-01,191,57
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,67,2023-01-01,200,58
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,90,2023-01-01,221,69
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,74,2023-01-01,232,63
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,73,2023-01-01,241,64
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,79,2023-01-01,255,65
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,86,2023-01-01,274,67
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,83,2023-01-01,289,68
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,95,2023-01-01,309,75
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,78,2023-01-01,316,71
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,98,2023-01-01,342,72
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,88,2023-01-01,356,74
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,24,2023-01-01,319,61
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,272,47
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,246,26
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,44,2023-01-01,246,44
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,228,18
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,213,15
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,99,2023-01-01,236,76
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,217,19
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,197,20
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,175,22
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,0,2023-01-01,152,23
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,13,2023-01-01,140,25
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,30,2023-01-01,142,28
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,60,2023-01-01,156,46
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,40,2023-01-01,167,29
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,38,2023-01-01,173,32
Entonova Barcelona Protein Facility,Ingrédients protéiques pour nutrition sportive,37,2023-01-01,177,33
